iter	RMSE
1664	3.297561018
1665	3.297515992
1666	3.297429474
1667	3.297327929
1668	3.297190299
1669	3.297111243
1670	3.297039406
1671	3.296981944
1672	3.296859028
1673	3.296765909
1674	3.296664623
1675	3.296581703
1676	3.296455482
1677	3.296349263
1678	3.296246038
1679	3.296162483
1680	3.296078197
1681	3.29599806
1682	3.29598021
1683	3.295883633
1684	3.295799821
1685	3.295715246
1686	3.295635819
1687	3.295575802
1688	3.295537672
1689	3.295434451
1690	3.295309811
1691	3.29517631
1692	3.295109341
1693	3.295018041
1694	3.294972252
1695	3.294875794
1696	3.294766045
1697	3.294688879
1698	3.294605114
1699	3.294473747
1700	3.294335177
1701	3.294211117
1702	3.294122018
1703	3.294033568
1704	3.294009226
1705	3.293966084
1706	3.293869249
1707	3.293698232
1708	3.29362089
1709	3.293504722
1710	3.293403582
1711	3.293314495
1712	3.293216062
1713	3.29313095
1714	3.293042085
1715	3.292991066
1716	3.292925688
1717	3.292780923
1718	3.292724521
1719	3.292658705
1720	3.292565601
1721	3.292521206
1722	3.292387031
1723	3.292325215
1724	3.292243748
1725	3.292168222
1726	3.292065505
1727	3.291981099
1728	3.291893235
1729	3.291808704
1730	3.291715653
1731	3.291610869
1732	3.291497013
1733	3.291441454
1734	3.291399571
1735	3.291284964
1736	3.291182358
1737	3.291035861
1738	3.290906959
1739	3.290816373
1740	3.290642273
1741	3.290556283
1742	3.290421152
1743	3.290337903
1744	3.290165377
1745	3.290107237
1746	3.290052308
1747	3.289948793
1748	3.289759466
1749	3.289700274
1750	3.289626018
1751	3.289571548
1752	3.289492687
1753	3.289393805
1754	3.289253031
1755	3.289191178
1756	3.289058952
1757	3.288966948
1758	3.288852214
1759	3.288803561
1760	3.288743817
1761	3.288699087
1762	3.288657851
1763	3.288527717
1764	3.288364806
1765	3.288312424
1766	3.288238573
1767	3.288151862
1768	3.288088795
1769	3.288061154
1770	3.287920405
1771	3.287850541
1772	3.287756086
1773	3.28765397
1774	3.287500313
1775	3.287425094
1776	3.287314582
1777	3.287210216
1778	3.287174663
1779	3.287066492
1780	3.287002546
1781	3.286953208
1782	3.286819751
1783	3.286748856
1784	3.286661134
1785	3.286638427
1786	3.286543032
1787	3.286480592
1788	3.286361695
1789	3.286290912
1790	3.28622557
1791	3.286163666
1792	3.286102734
1793	3.286023631
1794	3.285886961
1795	3.285851018
1796	3.285782069
1797	3.28571006
1798	3.285598617
1799	3.285486833
1800	3.285380534
1801	3.285278149
1802	3.285197271
1803	3.285074065
1804	3.285030336
1805	3.284906972
1806	3.284720921
1807	3.284561609
1808	3.284500642
1809	3.284437717
1810	3.284303191
1811	3.284246767
1812	3.284202734
1813	3.284120856
1814	3.284048337
1815	3.283883356
1816	3.283828834
1817	3.283720157
1818	3.283622831
1819	3.283532958
1820	3.283400054
1821	3.283355926
1822	3.283317763
1823	3.283218244
1824	3.283164467
1825	3.283081347
1826	3.283008882
1827	3.282922151
1828	3.282860731
1829	3.282710332
1830	3.282605359
1831	3.282529822
1832	3.282503482
1833	3.282441163
1834	3.282353289
1835	3.282312176
1836	3.282236276
1837	3.282138396
1838	3.282021428
1839	3.281974537
1840	3.281886487
1841	3.281845574
1842	3.281788799
1843	3.281651951
1844	3.281580665
1845	3.281511987
1846	3.281394658
1847	3.28132975
1848	3.281280896
1849	3.281164953
1850	3.281108361
1851	3.281046379
1852	3.280953641
1853	3.280858211
1854	3.280800708
1855	3.28068673
1856	3.28057848
1857	3.280511587
1858	3.280401359
1859	3.28029262
1860	3.280218555
1861	3.280152573
1862	3.280049449
1863	3.28002898
1864	3.279978902
1865	3.279913689
1866	3.279876132
1867	3.279812138
1868	3.279756238
1869	3.279651141
1870	3.279540761
1871	3.279472345
1872	3.279353146
1873	3.279240247
1874	3.279168808
1875	3.279103739
1876	3.279082281
1877	3.279049267
1878	3.27894025
1879	3.278825563
1880	3.278751576
1881	3.278699048
1882	3.278652005
1883	3.27851896
1884	3.278392876
1885	3.278315915
1886	3.27827449
1887	3.278172264
1888	3.278069817
1889	3.278045802
1890	3.277967981
1891	3.277875572
1892	3.277765746
1893	3.277709062
1894	3.277573031
1895	3.277550766
1896	3.27750552
1897	3.277385506
1898	3.277300127
1899	3.277248376
1900	3.277120053
1901	3.277030837
1902	3.276948866
1903	3.276778132
1904	3.276688935
1905	3.276617023
1906	3.27650741
1907	3.27645713
1908	3.276396345
1909	3.276296901
1910	3.276182711
1911	3.276145654
1912	3.276014647
1913	3.275931663
1914	3.275895512
1915	3.275814461
1916	3.275698215
1917	3.275603059
1918	3.275547074
1919	3.275405047
1920	3.275267215
1921	3.275206314
1922	3.275115833
1923	3.275057694
1924	3.274966073
1925	3.274902913
1926	3.274814311
1927	3.274727012
1928	3.274631947
1929	3.274544451
1930	3.274469857
1931	3.274389365
1932	3.274296283
1933	3.274224755
1934	3.274111184
1935	3.274014064
1936	3.27396313
1937	3.273890699
1938	3.273750456
1939	3.273678734
1940	3.273621297
1941	3.273564941
1942	3.273481207
1943	3.273430916
1944	3.273378898
1945	3.273319065
1946	3.273218426
1947	3.27320929
1948	3.273116778
1949	3.273015822
1950	3.272930372
1951	3.272839431
1952	3.272714508
1953	3.272607574
1954	3.272510501
1955	3.272404678
1956	3.272317645
1957	3.272294969
1958	3.272223686
1959	3.272187693
1960	3.272093579
1961	3.271979913
1962	3.271923581
1963	3.271827351
1964	3.271746652
1965	3.271681732
1966	3.271609434
1967	3.271532656
1968	3.271435482
1969	3.27136127
1970	3.271288261
1971	3.271228503
1972	3.27115447
1973	3.271131414
1974	3.271061087
1975	3.270952697
1976	3.270885222
1977	3.270822392
1978	3.270768837
1979	3.270705921
1980	3.270594177
1981	3.270563243
1982	3.270517915
1983	3.270466428
1984	3.270394405
1985	3.270316263
1986	3.270231734
1987	3.270183562
1988	3.270129207
1989	3.270061209
1990	3.269982193
1991	3.2699044
1992	3.269850422
1993	3.269791979
1994	3.269732874
1995	3.269652767
1996	3.26957085
1997	3.269483168
1998	3.269433519
1999	3.26929921
