iter	Passed	Remaining
1665	105805	21211
1666	105866	21147
1667	105928	21084
1668	105997	21021
1669	106057	20957
1670	106121	20894
1671	106184	20830
1672	106245	20766
1673	106304	20702
1674	106372	20639
1675	106437	20576
1676	106497	20512
1677	106565	20449
1678	106641	20388
1679	106711	20326
1680	106772	20261
1681	106830	20197
1682	106883	20131
1683	106942	20067
1684	107009	20004
1685	107064	19939
1686	107134	19877
1687	107187	19811
1688	107248	19747
1689	107313	19684
1690	107374	19620
1691	107438	19557
1692	107500	19493
1693	107554	19428
1694	107617	19364
1695	107683	19301
1696	107756	19239
1697	107826	19177
1698	107891	19114
1699	107958	19051
1700	108016	18987
1701	108079	18923
1702	108138	18859
1703	108205	18796
1704	108258	18730
1705	108321	18667
1706	108395	18605
1707	108464	18543
1708	108532	18480
1709	108589	18415
1710	108658	18353
1711	108714	18288
1712	108778	18224
1713	108843	18161
1714	108906	18098
1715	108958	18032
1716	109017	17968
1717	109078	17904
1718	109138	17840
1719	109200	17776
1720	109273	17714
1721	109333	17650
1722	109398	17587
1723	109466	17524
1724	109548	17464
1725	109613	17401
1726	109678	17337
1727	109735	17273
1728	109800	17209
1729	109854	17144
1730	109916	17081
1731	109980	17017
1732	110042	16954
1733	110108	16890
1734	110174	16827
1735	110236	16764
1736	110309	16701
1737	110368	16637
1738	110441	16575
1739	110504	16512
1740	110563	16448
1741	110630	16385
1742	110692	16321
1743	110752	16257
1744	110818	16194
1745	110879	16130
1746	110942	16066
1747	111001	16002
1748	111066	15939
1749	111128	15875
1750	111192	15812
1751	111264	15749
1752	111328	15686
1753	111385	15621
1754	111447	15558
1755	111509	15494
1756	111574	15431
1757	111644	15368
1758	111712	15305
1759	111774	15241
1760	111832	15177
1761	111901	15115
1762	111960	15050
1763	112024	14987
1764	112086	14923
1765	112154	14860
1766	112221	14797
1767	112283	14734
1768	112342	14669
1769	112396	14605
1770	112459	14541
1771	112524	14478
1772	112580	14413
1773	112638	14349
1774	112703	14286
1775	112767	14222
1776	112833	14159
1777	112900	14096
1778	112959	14032
1779	113019	13968
1780	113080	13904
1781	113140	13840
1782	113203	13777
1783	113268	13714
1784	113332	13650
1785	113392	13586
1786	113458	13523
1787	113510	13458
1788	113580	13395
1789	113636	13331
1790	113716	13270
1791	113814	13210
1792	113881	13147
1793	113944	13083
1794	114011	13020
1795	114071	12956
1796	114134	12893
1797	114205	12830
1798	114274	12767
1799	114333	12703
1800	114393	12639
1801	114452	12575
1802	114511	12511
1803	114574	12448
1804	114634	12384
1805	114701	12321
1806	114762	12257
1807	114832	12194
1808	114901	12131
1809	114967	12068
1810	115036	12005
1811	115091	11941
1812	115148	11876
1813	115213	11813
1814	115285	11750
1815	115341	11686
1816	115402	11622
1817	115472	11559
1818	115542	11497
1819	115600	11432
1820	115664	11369
1821	115723	11305
1822	115787	11242
1823	115848	11178
1824	115901	11113
1825	115967	11050
1826	116023	10986
1827	116094	10923
1828	116158	10860
1829	116222	10796
1830	116283	10732
1831	116341	10668
1832	116394	10604
1833	116463	10541
1834	116524	10477
1835	116589	10414
1836	116653	10350
1837	116720	10287
1838	116780	10223
1839	116838	10159
1840	116906	10096
1841	116957	10032
1842	117020	9968
1843	117082	9905
1844	117143	9841
1845	117198	9777
1846	117265	9713
1847	117319	9649
1848	117386	9586
1849	117452	9523
1850	117520	9460
1851	117588	9396
1852	117644	9332
1853	117706	9269
1854	117763	9205
1855	117825	9141
1856	117886	9077
1857	117951	9014
1858	118014	8951
1859	118071	8887
1860	118131	8823
1861	118200	8760
1862	118276	8697
1863	118365	8636
1864	118456	8574
1865	118547	8513
1866	118624	8450
1867	118691	8387
1868	118761	8324
1869	118817	8260
1870	118882	8196
1871	118950	8133
1872	119012	8069
1873	119096	8007
1874	119163	7944
1875	119246	7881
1876	119306	7818
1877	119377	7755
1878	119435	7691
1879	119496	7627
1880	119560	7563
1881	119614	7499
1882	119678	7436
1883	119738	7372
1884	119798	7308
1885	119854	7244
1886	119912	7180
1887	119976	7117
1888	120039	7053
1889	120095	6989
1890	120156	6925
1891	120221	6862
1892	120282	6798
1893	120351	6735
1894	120411	6671
1895	120472	6608
1896	120526	6544
1897	120593	6480
1898	120654	6417
1899	120725	6353
1900	120782	6290
1901	120844	6226
1902	120902	6162
1903	120964	6099
1904	121035	6035
1905	121093	5972
1906	121156	5908
1907	121210	5844
1908	121271	5780
1909	121328	5717
1910	121393	5653
1911	121455	5590
1912	121523	5526
1913	121583	5462
1914	121644	5399
1915	121708	5335
1916	121770	5272
1917	121828	5208
1918	121884	5144
1919	121951	5081
1920	122007	5017
1921	122058	4953
1922	122118	4889
1923	122182	4826
1924	122240	4762
1925	122298	4698
1926	122362	4635
1927	122416	4571
1928	122470	4507
1929	122533	4444
1930	122591	4380
1931	122651	4316
1932	122711	4253
1933	122775	4189
1934	122835	4126
1935	122893	4062
1936	122956	3999
1937	123013	3935
1938	123078	3871
1939	123136	3808
1940	123189	3744
1941	123248	3680
1942	123312	3617
1943	123377	3554
1944	123443	3490
1945	123502	3427
1946	123573	3363
1947	123626	3300
1948	123683	3236
1949	123741	3172
1950	123803	3109
1951	123860	3045
1952	123914	2982
1953	123978	2918
1954	124042	2855
1955	124101	2791
1956	124164	2728
1957	124224	2664
1958	124284	2601
1959	124335	2537
1960	124394	2473
1961	124460	2410
1962	124521	2347
1963	124590	2283
1964	124657	2220
1965	124712	2156
1966	124768	2093
1967	124819	2029
1968	124883	1966
1969	124946	1902
1970	125008	1839
1971	125068	1775
1972	125132	1712
1973	125184	1648
1974	125248	1585
1975	125316	1522
1976	125369	1458
1977	125424	1395
1978	125482	1331
1979	125544	1268
1980	125605	1204
1981	125657	1141
1982	125710	1077
1983	125764	1014
1984	125826	950
1985	125890	887
1986	125950	824
1987	126015	760
1988	126067	697
1989	126130	633
1990	126196	570
1991	126256	507
1992	126317	443
1993	126372	380
1994	126431	316
1995	126491	253
1996	126547	190
1997	126611	126
1998	126673	63
1999	126732	0
